Weather Type,Temperature,Start_destination,End_destination,Total Distance,Ticket Cost,Airlines Name
Rainy,25,Central Wisconsin Airport,Southwest Oregon Regional Airport (was North Bend Municipal),536,312,Southwest Airlines
Rainy,30,Rhode Island T. F. Green International Airport,Lea County Regional Airport,833,212,Envoy Air
Snow Fall,-6,Dillingham Airport,Denver International Airport,461,186,Contour Airlines
Snow Fall,-4,Birmingham - Shuttlesworth International Airport,Waco Regional Airport,949,339,Silver Airways
Rainy,26,Fort Wayne International Airport,Louisville International Airport (Standiford Field),793,272,Avelo Airlines
Windy,25,Austin - Bergstrom International Airport,Friedman Memorial Airport,951,325,Silver Airways
Windy,21,Trenton Mercer Airport,Stockton Metropolitan Airport,414,162,Cape Air
Sunny,37,Page Municipal Airport,Ted Stevens Anchorage International Airport,822,274,CommutAir
Windy,18,Birmingham - Shuttlesworth International Airport,Appleton International Airport,731,226,Alaska Airlines
Windy,15,Charles M. Schulz - Sonoma County Airport,Charlottesville - Albemarle Airport,699,272,Silver Airways
Windy,25,Boise Airport (Boise Air Terminal) (Gowen Field),Molokai Airport (Hoolehua Airport),909,319,Envoy Air
Cloudy,32,Gerald R. Ford International Airport,St. Louis Lambert International Airport,538,251,Hawaiian Airlines
Cloudy,35,Helena Regional Airport,Brownsville/South Padre Island International Airport,816,310,Endeavor Air
Rainy,25,Hollywood Burbank Airport (was Bob Hope Airport),Kalamazoo/Battle Creek International Airport,823,279,Endeavor Air
Windy,23,Del Rio International Airport,Homer Airport,849,394,Air Wisconsin
Rainy,26,Long Island MacArthur Airport,Yuma International Airport / MCAS Yuma,346,134,CommutAir
Cloudy,33,Myrtle Beach International Airport,Jackson Hole Airport,551,294,American Airlines
Cloudy,31,Deadhorse Airport (Prudhoe Bay Airport),Watertown International Airport,634,390,United Airlines
Rainy,27,Denver International Airport,Harrisburg International Airport,636,334,Cape Air
Snow Fall,-2,Gerald R. Ford International Airport,Daniel K. Inouye International Airport,484,188,PSA Airlines
Windy,24,Des Moines International Airport,Tyler Pounds Regional Airport,626,236,Spirit Airlines
Rainy,25,Bishop International Airport,Dubuque Regional Airport,908,355,Endeavor Air
Rainy,27,McAllen Miller International Airport,Wilmington Airport,420,123,Alaska Airlines
Sunny,37,Page Municipal Airport,Fort Wayne International Airport,971,364,Contour Airlines
Rainy,26,Tri-Cities Airport,General Downing-Peoria International Airport,645,292,Cape Air
Snow Fall,1,Central Wyoming Regional Airport (was Riverton Regional),Albuquerque International Sunport,957,211,Elite Airways
Rainy,25,Westchester County Airport,Killeen - Fort Hood Regional Airport / Robert Gray Army Airfield,916,277,CommutAir
Cloudy,32,Wiley Post - Will Rogers Memorial Airport,Baton Rouge Metropolitan Airport (Ryan Field),347,102,Republic Airways
Cloudy,30,Fort Lauderdale - Hollywood International Airport,Milwaukee Mitchell International Airport,648,310,Avelo Airlines
Cloudy,30,Yeager Airport,Chippewa Valley Regional Airport,536,280,Envoy Air
Windy,18,Sioux Gateway Airport (Brig. General Bud Day Field),Eastern Iowa Airport,682,386,Endeavor Air
Snow Fall,-3,Golden Triangle Regional Airport,Dubuque Regional Airport,329,141,United Airlines
Windy,22,Manhattan Regional Airport,Lovell Field,761,212,GoJet Airlines
Windy,19,Columbus Airport,Laredo International Airport,651,386,Endeavor Air
Rainy,25,Northwest Arkansas National Airport,James M. Cox Dayton International Airport,440,167,Delta Air Lines
Snow Fall,-6,Santa Maria Public Airport (Capt G. Allan Hancock Field),Dallas Fort Worth International Airport,941,391,Delta Air Lines
Rainy,25,Presque Isle International Airport,Punta Gorda Airport,574,211,CommutAir
Sunny,37,Dane County Regional Airport (Truax Field),Chicago Rockford International Airport (was Northwest Chicagoland Regional Airport at Rockford),880,385,Hawaiian Airlines
Rainy,25,Martha's Vineyard Airport,Gunnison - Crested Butte Regional Airport,607,240,Elite Airways
Rainy,28,Roberts Field,Pocatello Regional Airport,958,239,Air Wisconsin
Rainy,28,Jack Brooks Regional Airport (was Southeast Texas Regional),Antonio Rivera Rodríguez Airport,527,390,American Airlines
Sunny,39,Texarkana Regional Airport (Webb Field),Missoula Montana Airport (was Missoula International Airport),364,192,GoJet Airlines
Rainy,28,Duluth International Airport,Quad City International Airport,332,129,Sun Country Airlines
Sunny,36,Tyler Pounds Regional Airport,Tri-State Airport (Milton J. Ferguson Field),875,284,Horizon Air
Windy,20,Baton Rouge Metropolitan Airport (Ryan Field),Harry Reid International Airport,654,358,Eastern Airlines
Sunny,37,Birmingham - Shuttlesworth International Airport,Pitt - Greenville Airport,944,322,JetBlue
Snow Fall,-6,Greenbrier Valley Airport,Lincoln Airport (was Lincoln Municipal),301,135,Avelo Airlines
Sunny,36,Orcas Island Airport,Dallas Fort Worth International Airport,542,224,GoJet Airlines
Cloudy,31,Atlantic City International Airport,Casper - Natrona County International Airport,315,173,American Airlines
Sunny,37,Piedmont Triad International Airport,Corpus Christi International Airport,504,322,American Airlines
Windy,23,Gen. Edward Lawrence Logan International Airport,Daniel K. Inouye International Airport,716,214,Alaska Airlines
Rainy,27,Aberdeen Regional Airport,Kalamazoo/Battle Creek International Airport,815,248,Cape Air
Rainy,27,Plattsburgh International Airport,University Park Airport,925,305,Delta Air Lines
Cloudy,35,Santa Fe Municipal Airport,Lake Charles Regional Airport,392,103,Mesa Airlines
Sunny,39,Ford Airport,Abraham Lincoln Capital Airport,884,329,Southwest Airlines
Rainy,25,Columbus Airport,Augusta Regional Airport (Bush Field),328,194,Horizon Air
Rainy,30,Portsmouth International Airport at Pease,Veterans Airport of Southern Illinois (Williamson County Regional Airport),716,358,American Airlines
Cloudy,34,Fort Smith Regional Airport,King Salmon Airport,549,389,Elite Airways
Windy,19,Juneau International Airport,Erie International Airport (Tom Ridge Field),698,324,United Airlines
Cloudy,35,Rickenbacker International Airport,Key West International Airport,863,239,GoJet Airlines
Cloudy,35,Merle K. (Mudhole) Smith Airport,Phoenix - Mesa Gateway Airport (formerly Williams AFB),813,367,Hawaiian Airlines
Windy,22,Central Wisconsin Airport,Chippewa Valley Regional Airport,366,129,Breeze Airways
Rainy,29,Salt Lake City International Airport,Miami International Airport,417,174,CommutAir
Sunny,36,Santa Fe Municipal Airport,Buffalo Niagara International Airport,701,313,Southwest Airlines
Snow Fall,3,Destin - Fort Walton Beach Airport / Eglin Air Force Base,John Glenn Columbus International Airport,969,212,Breeze Airways
Snow Fall,-2,Redding Municipal Airport,Yampa Valley Airport (Yampa Valley Regional),932,360,Air Wisconsin
Snow Fall,-4,Bethel Airport (also see Bethel Seaplane Base),Grand Forks International Airport,894,204,Silver Airways
Snow Fall,-4,Asheville Regional Airport,Wichita Dwight D. Eisenhower National Airport (was Wichita Mid-Continent Airport),561,229,Frontier Airlines
Windy,19,Henry E. Rohlsen Airport,Akron-Canton Regional Airport,321,152,Frontier Airlines
Cloudy,34,Hilo International Airport,Birmingham - Shuttlesworth International Airport,793,333,Piedmont Airlines
Cloudy,30,Veterans Airport of Southern Illinois (Williamson County Regional Airport),Jackson - Medgar Wiley Evers International Airport,735,272,United Airlines
Windy,15,Bill and Hillary Clinton National Airport (Adams Field) (was Little Rock National),Brownsville/South Padre Island International Airport,751,234,Endeavor Air
Rainy,30,Provo Municipal Airport,Long Beach Airport (Daugherty Field),372,190,Frontier Airlines
Sunny,39,Orcas Island Airport,Pellston Regional/Emmet County Airport,629,262,Horizon Air
Snow Fall,-5,Lafayette Regional Airport (Paul Fournet Field),Bert Mooney Airport,554,206,SkyWest Airlines
Snow Fall,-6,Valley International Airport,Juneau International Airport,687,253,Alaska Airlines
Snow Fall,-1,City of Colorado Springs Municipal Airport,Erie International Airport (Tom Ridge Field),719,322,Horizon Air
Windy,17,Santa Maria Public Airport (Capt G. Allan Hancock Field),Cape Cod Gateway Airport (Boardman/Polando Field),795,280,Frontier Airlines
Rainy,26,Yellowstone Regional Airport,Lehigh Valley International Airport (was Allentown - Bethlehem - Easton International Airport),336,135,Piedmont Airlines
Windy,23,Cleveland Hopkins International Airport,Worcester Regional Airport,742,310,Southwest Airlines
Sunny,39,Albany International Airport,Magic Valley Regional Airport (Joslin Field),987,291,Endeavor Air
Snow Fall,-3,Bellingham International Airport,Henry E. Rohlsen Airport,409,143,Contour Airlines
Rainy,25,Yampa Valley Airport (Yampa Valley Regional),Frederick Douglass/Greater Rochester International Airport,753,396,Piedmont Airlines
Rainy,29,Louis Armstrong New Orleans International Airport,Palm Springs International Airport,888,382,Mesa Airlines
Rainy,26,St. George Regional Airport,Newport News/Williamsburg International Airport (Patrick Henry Field),900,205,Avelo Airlines
Cloudy,35,Knox County Regional Airport,Billings Logan International Airport,685,364,Sun Country Airlines
Cloudy,35,Redding Municipal Airport,Lea County Regional Airport,586,338,Contour Airlines
Rainy,26,Friday Harbor Airport,Wilmington International Airport,990,377,PSA Airlines
Snow Fall,-2,Albert J. Ellis Airport,Kodiak Airport (Benny Benson State Airport),682,364,Cape Air
Windy,23,Lynchburg Regional Airport (Preston Glenn Field),William P. Hobby Airport,835,258,Delta Air Lines
Cloudy,30,Ithaca Tompkins International Airport,Charlotte Douglas International Airport,399,186,Breeze Airways
Cloudy,33,Waynesville-St. Robert Regional Airport (Forney Field),Augusta Regional Airport (Bush Field),626,361,CommutAir
Sunny,35,Rhode Island T. F. Green International Airport,Aspen/Pitkin County Airport (Sardy Field),339,159,Frontier Airlines
Cloudy,33,Santa Barbara Municipal Airport (Santa Barbara Airport),Charles M. Schulz - Sonoma County Airport,923,202,Breeze Airways
Windy,23,Klawock Airport (also see Klawock Seaplane Base),Hays Regional Airport,424,145,Allegiant Air
Snow Fall,-3,Waco Regional Airport,Deadhorse Airport (Prudhoe Bay Airport),620,204,Southwest Airlines
Cloudy,34,Pittsburgh International Airport,Rick Husband Amarillo International Airport,324,133,American Airlines
Cloudy,35,Houghton County Memorial Airport,LaGuardia Airport (and Marine Air Terminal),527,205,Hawaiian Airlines
Sunny,37,Albany International Airport,Gerald R. Ford International Airport,719,210,Breeze Airways
Sunny,35,Mobile Regional Airport,General Downing-Peoria International Airport,641,360,Eastern Airlines
Cloudy,30,Benjamín Rivera Noriega Airport,Roanoke - Blacksburg Regional Airport (Woodrum Field),880,305,Contour Airlines
Windy,16,Westerly State Airport,Los Angeles International Airport,632,208,PSA Airlines
Snow Fall,-6,Range Regional Airport (was Chisholm - Hibbing Airport),Asheville Regional Airport,581,343,Alaska Airlines
Rainy,26,Charlottesville - Albemarle Airport,Pitt - Greenville Airport,342,156,Mesa Airlines
Sunny,38,Nashville International Airport (Berry Field),Aberdeen Regional Airport,973,208,Frontier Airlines
Cloudy,33,Gulfport - Biloxi International Airport,Chicago Midway International Airport,302,143,Contour Airlines
Sunny,38,Boulder City Municipal Airport,Arnold Palmer Regional Airport,781,326,Mesa Airlines
Windy,18,St. Pete - Clearwater International Airport,Concord-Padgett Regional Airport,484,121,GoJet Airlines
Rainy,30,Orlando International Airport,John Wayne Airport (was Orange County Airport),710,218,American Airlines
Windy,25,John Wayne Airport (was Orange County Airport),Birmingham - Shuttlesworth International Airport,649,282,Silver Airways
Rainy,25,Sacramento International Airport,Delta County Airport,889,267,Cape Air
Snow Fall,-5,Oakland International Airport,Piedmont Triad International Airport,974,400,Avelo Airlines
Windy,25,Hilo International Airport,Huntsville International Airport (Carl T. Jones Field),393,183,Envoy Air
Rainy,29,Owensboro - Daviess County Regional Airport,Bill and Hillary Clinton National Airport (Adams Field) (was Little Rock National),528,358,Horizon Air
Rainy,25,San Antonio International Airport,Westchester County Airport,483,135,Piedmont Airlines
Cloudy,30,University Park Airport,Ellison Onizuka Kona International Airport at Keahole,748,204,Allegiant Air
Snow Fall,-9,Daytona Beach International Airport,Bismarck Municipal Airport,948,378,Contour Airlines
Sunny,36,Pangborn Memorial Airport,Portland International Airport,614,395,Cape Air
Sunny,37,Hartsfield - Jackson Atlanta International Airport,Juneau International Airport,702,278,Republic Airways
Cloudy,30,Destin - Fort Walton Beach Airport / Eglin Air Force Base,Prescott Municipal Airport (Ernest A. Love Field),949,334,SkyWest Airlines
Cloudy,35,Evansville Regional Airport,Mercedita Airport,513,255,Republic Airways
Sunny,37,Des Moines International Airport,Albert J. Ellis Airport,933,278,United Airlines
Rainy,26,Manchester - Boston Regional Airport,Bemidji Regional Airport,719,274,Air Wisconsin
Sunny,36,McAllen Miller International Airport,Bradley International Airport,565,214,PSA Airlines
Cloudy,35,Pullman - Moscow Regional Airport,Portland International Airport,918,292,Silver Airways
Sunny,38,Albuquerque International Sunport,Lubbock Preston Smith International Airport,572,312,CommutAir
Cloudy,32,San Antonio International Airport,Portsmouth International Airport at Pease,354,147,Horizon Air
Sunny,35,General Downing-Peoria International Airport,Capital Region International Airport (was Lansing Capital City),918,322,Silver Airways
Sunny,38,Concord-Padgett Regional Airport,Hector International Airport,397,102,Cape Air
Rainy,25,Kalamazoo/Battle Creek International Airport,Corpus Christi International Airport,351,142,Contour Airlines
Rainy,26,Portsmouth International Airport at Pease,Walla Walla Regional Airport,641,352,Contour Airlines
Snow Fall,-7,Branson Airport,Yeager Airport,530,294,American Airlines
Windy,19,Brainerd Lakes Regional Airport,Westerly State Airport,962,313,Southwest Airlines
Sunny,38,Alexandria International Airport,MBS International Airport,944,256,Hawaiian Airlines
Sunny,35,Joplin Regional Airport,Northwest Florida Beaches International Airport,950,271,Horizon Air
Rainy,25,Tucson International Airport,Gerald R. Ford International Airport,384,165,Contour Airlines
